PlayerID,Player,Pos,Age,Team,G,MP,MinM,PER,TS_perc,X3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,X2022_23,C,SG,SF,PG,PF
bostobr01,Brandon Boston Jr.,SG,21,LAC,21,247,168,13.7,0.519,0.24,0.314,3.2,9.9,6.5,12.2,1.8,0,8,26.5,0,0.2,0.2,0.049,-1.5,-0.6,-2.1,0,1563518,0,1,0,0,0
collijo01,John Collins,PF,25,ATL,50,1555,400,13.7,0.582,0.314,0.25,3.9,21,12.3,5.4,1,3.4,9.4,17.1,1.3,1.8,3.1,0.095,-1.9,0.5,-1.3,0.3,23500000,0,0,0,0,1
johnsst04,Stanley Johnson,SF,26,SAS,30,469,240,13.7,0.625,0.328,0.32,5,18,11.2,19,1.6,1,19.2,15.2,0.5,0.2,0.7,0.075,-0.6,-0.4,-1,0.1,2351521,0,0,1,0,0
loveke01,Kevin Love,PF,34,CLE,41,821,328,13.7,0.555,0.684,0.221,6.1,33.9,20.2,13,0.4,0.8,13.1,19.6,0.6,1.4,2,0.115,0.8,0.6,1.4,0.7,28942830,0,0,0,0,1
hartjo01,Josh Hart,SF-SG,27,TOT,54,1782,432,13.6,0.601,0.321,0.324,6.5,21.5,14.1,15.9,1.6,0.5,15.3,12.9,2.7,1.6,4.2,0.114,-0.3,0.9,0.6,1.2,12960000,0,0,0,0,0
mathube01,Bennedict Mathurin,SF,20,IND,60,1693,480,13.6,0.561,0.341,0.468,4.3,11.7,8,7.6,1,0.3,10.7,25.5,0.9,0.8,1.7,0.048,-0.8,-2.4,-3.3,-0.5,6586800,0,0,1,0,0
payneca01,Cameron Payne,PG,28,PHO,28,671,224,13.6,0.516,0.412,0.159,1.5,9.3,5.3,32.8,1.8,0.7,14.3,24.5,0.2,0.7,0.9,0.061,-0.3,-0.9,-1.1,0.2,6000000,0,0,0,1,0
simmobe01,Ben Simmons,PG,26,BRK,42,1105,336,13.6,0.559,0.009,0.243,4.3,22.1,13.5,30.5,2.4,1.9,27.2,14.4,0.6,1.7,2.3,0.099,-2.1,2.5,0.4,0.7,35448672,0,0,0,1,0
willija06,Jalen Williams,SG,21,OKC,53,1539,424,13.6,0.579,0.278,0.212,3.3,12.1,7.7,13.6,2,1.7,13,17.4,1.2,1.7,3,0.093,-1.5,0.5,-1,0.4,4341480,0,1,0,0,0
hayesja02,Jaxson Hayes,C,22,NOP,33,438,264,13.4,0.586,0.221,0.54,7.9,17.1,12.5,7.5,1.4,2.4,12.5,15.5,0.5,0.5,1,0.111,-1.8,0.4,-1.4,0.1,6803012,1,0,0,0,0
holmeri01,Richaun Holmes,C,29,SAC,33,301,264,13.4,0.721,0.058,0.217,9.3,17.8,13.6,2.3,0.5,3.1,13.7,12.5,0.5,0.3,0.8,0.129,-2,-0.7,-2.6,0,11215260,1,0,0,0,0
johnsja05,Jalen Johnson,SF,21,ATL,55,790,440,13.4,0.548,0.345,0.26,5.6,23.8,14.6,8.2,1.5,2.6,9.3,15.5,0.6,1,1.6,0.096,-1.5,1.2,-0.4,0.3,2792640,0,0,1,0,0
njize01,Zeke Nnaji,PF,22,DEN,44,584,352,13.4,0.634,0.296,0.355,11.5,8.9,10.2,2.5,1.2,2.9,10.2,14.6,1,0.6,1.5,0.127,-1.9,-1.1,-3,-0.1,2617800,0,0,0,0,1
hachiru01,Rui Hachimura,PF,24,TOT,41,1016,328,13.3,0.551,0.278,0.216,4,16.5,10.5,6.1,0.7,1.2,8.2,21.3,0.2,0.8,1.1,0.052,-1.1,-1.2,-2.3,-0.1,6263188,0,0,0,0,1
bogdabo01,Bogdan Bogdanovic,SG,30,ATL,34,1015,272,13.2,0.552,0.568,0.11,1.5,10.8,6.1,13.9,1.4,0.9,8.2,20.3,0.7,0.8,1.5,0.069,0.1,-0.8,-0.7,0.3,18000000,0,1,0,0,0
meltode01,De'Anthony Melton,PG,24,PHI,54,1537,432,13.2,0.567,0.607,0.118,4,13.2,8.6,13.4,3,1.7,12.8,16.9,0.8,2.3,3.2,0.099,-0.6,1.7,1.1,1.2,8250000,0,0,0,1,0
watanyu01,Yuta Watanabe,SF,28,BRK,43,772,344,13.2,0.672,0.563,0.203,4,11.9,8.1,6.6,1.2,1.7,7.5,13.1,1.4,0.7,2,0.127,0.6,-0.4,0.2,0.4,1836090,0,0,1,0,0
alexani01,Nickeil Alexander-Walker,SG,24,TOT,38,534,304,13.1,0.608,0.506,0.227,1.7,10.6,6.2,19.8,2.2,2.2,19.6,18.5,0.3,0.5,0.8,0.072,-0.6,1,0.4,0.3,5009633,0,1,0,0,0
bateske01,Keita Bates-Diop,SF,27,SAS,45,904,360,13.1,0.575,0.257,0.261,5.3,13.4,9.2,7.7,1.6,1.1,10,16.1,0.8,0.3,1.1,0.059,-0.9,-1.1,-2,0,1878720,0,0,1,0,0
brownbr01,Bruce Brown,SG,26,DEN,58,1670,464,13.1,0.583,0.386,0.169,2.9,12.4,7.8,16.7,1.8,1.9,14.6,17,1.3,1.8,3.2,0.091,-0.9,0.5,-0.4,0.7,6479000,0,1,0,0,0
covinro01,Robert Covington,PF,32,LAC,36,584,288,13.1,0.535,0.618,0.2,4.8,20.5,12.7,11,2.1,4.3,11.1,15.6,0.3,1,1.3,0.103,-1.3,2.4,1.1,0.5,12307692,0,0,0,0,1
griffbl01,Blake Griffin,C,33,BOS,26,375,208,13.1,0.624,0.511,0.261,7.1,18.7,13,12,1,1.1,11.2,13.5,0.7,0.5,1.2,0.149,-1.1,0.7,-0.3,0.1,1836090,1,0,0,0,0
miltosh01,Shake Milton,SG,26,PHI,53,1138,424,13.1,0.59,0.283,0.237,2.8,12.1,7.5,20.7,0.8,0.7,14.8,19,1.2,1,2.1,0.091,-1,-0.8,-1.8,0.1,1997718,0,1,0,0,0
stewais01,Isaiah Stewart,C,21,DET,48,1368,384,13.1,0.559,0.46,0.337,8.8,23,15.7,7.1,0.7,2.1,11.9,17.4,1,0.8,1.8,0.064,-1,-1.4,-2.3,-0.1,3433320,1,0,0,0,0
bazleda01,Darius Bazley,PF,22,OKC,36,555,288,13,0.525,0.285,0.411,5.5,18.3,11.8,7.5,1.6,4.8,10.5,15.7,0.2,0.8,0.9,0.081,-1.7,0.7,-0.9,0.1,4264629,0,0,0,0,1
hortota01,Talen Horton-Tucker,SG,22,UTA,46,760,368,13,0.494,0.372,0.259,3,13.3,8.2,24.6,1.8,2.1,13.6,22.8,0,0.6,0.7,0.042,-1.5,0.1,-1.4,0.1,10260000,0,1,0,0,0
barrerj01,RJ Barrett,SG,22,NYK,53,1829,424,12.9,0.529,0.337,0.33,2.8,13.6,8.2,12.4,0.7,0.4,10.7,25.9,0.4,1.3,1.8,0.047,-1.1,-1.9,-3,-0.4,10900635,0,1,0,0,0
smartma01,Marcus Smart,PG,28,BOS,42,1360,336,12.9,0.546,0.562,0.185,2.5,9.3,5.9,30,2.1,1.1,18.8,16.9,1.2,1.8,3,0.106,-1.1,0.6,-0.5,0.5,17207142,0,0,0,1,0
griffaj01,AJ Griffin,SF,19,ATL,55,1122,440,12.8,0.585,0.488,0.07,2.4,8.7,5.5,6.7,1.6,0.5,7,17.8,1,0.8,1.8,0.078,-0.3,-0.2,-0.4,0.4,3536160,0,0,1,0,0
haywago01,Gordon Hayward,SF,32,CHO,34,1059,272,12.8,0.553,0.291,0.278,2.3,12.3,7.2,16.6,1.3,0.6,12.8,19.3,0.4,0.6,1,0.047,-1.6,-0.6,-2.2,-0.1,30075000,0,0,1,0,0
saricda01,Dario Šaric,PF,28,TOT,38,547,304,12.8,0.555,0.391,0.255,7.9,22.3,14.9,14.5,1.3,0.8,15.7,18.9,0.3,0.7,1,0.09,-2.1,0.4,-1.8,0,9240000,0,0,0,0,1
suggsja01,Jalen Suggs,PG,21,ORL,34,781,272,12.8,0.532,0.474,0.284,4.4,8.9,6.6,21.9,2.7,2,17.7,20.3,-0.1,0.9,0.9,0.053,-1.8,0.9,-0.9,0.2,6922320,0,0,0,1,0
washipj01,P.J. Washington,PF,24,CHO,59,1940,472,12.8,0.544,0.446,0.179,3.2,12.3,7.6,10.7,1.3,3,9.1,19.5,0.7,1.4,2.2,0.054,-0.8,-0.5,-1.3,0.4,5808435,0,0,0,0,1
gibsota01,Taj Gibson,C,37,WAS,36,353,288,12.7,0.596,0.168,0.337,8.5,13.2,11,10.6,1.8,2.4,14.8,15.8,0.4,0.4,0.8,0.105,-3.2,1,-2.2,0,1836090,1,0,0,0,0
hamptrj01,R.J. Hampton,PG,21,ORL,26,361,208,12.7,0.572,0.465,0.325,2.9,9.4,6.2,13.6,2.2,1.1,13.9,18.2,0.2,0.4,0.6,0.076,-1.5,0.3,-1.2,0.1,2412840,0,0,0,1,0
horfoal01,Al Horford,C,36,BOS,45,1381,360,12.7,0.606,0.649,0.054,4.3,17.8,11.1,11.5,0.8,2.5,7.5,11.8,2.1,1.8,3.9,0.136,0.8,1.4,2.1,1.4,26500000,1,0,0,0,0
netora01,Raul Neto,PG,30,CLE,39,403,312,12.7,0.632,0.417,0.298,1.8,8.7,5.3,18.1,2,0.7,12.8,12.1,0.7,0.6,1.3,0.153,-1.5,2.4,0.8,0.3,1836090,0,0,0,1,0
allengr01,Grayson Allen,SG,27,MIL,54,1491,432,12.6,0.618,0.636,0.252,3.3,9.3,6.4,11.8,1.4,0.6,11.4,14.6,2.3,1.8,4.1,0.13,-0.5,0.7,0.2,0.8,8500000,0,1,0,0,0
greenjo02,Josh Green,SG,22,DAL,40,995,320,12.6,0.663,0.463,0.339,4.3,8.6,6.4,9.5,1.8,0.3,12.8,14.6,1.6,0.7,2.3,0.11,-1.4,0.1,-1.3,0.2,3098400,0,1,0,0,0
divindo01,Donte DiVincenzo,SG,26,GSW,48,1209,384,12.5,0.593,0.69,0.116,4,14.1,9.1,17.1,2.4,0.4,16.2,15,1.1,1.3,2.4,0.097,-0.9,1.2,0.4,0.7,4500000,0,1,0,0,0
biyombi01,Bismack Biyombo,C,30,PHO,46,642,368,12.4,0.542,0,0.37,8.6,24.2,16.2,9.1,1.1,8.2,21.1,13.5,-0.2,1.2,1,0.074,-4.5,2.8,-1.8,0,1836090,1,0,0,0,0
grahade01,Devonte' Graham,PG,27,TOT,57,922,456,12.4,0.537,0.798,0.247,1.9,8.1,5,19.3,1.8,1.2,8.9,16,1.1,0.8,1.9,0.099,0.1,0.3,0.4,0.5,11550000,0,0,0,1,0
theisda01,Daniel Theis,C,30,IND,6,93,48,12.4,0.495,0.216,0.27,4.7,15.4,10.1,9.8,0.5,3.8,4.6,19.5,0,0.1,0.1,0.032,-1.9,-0.8,-2.8,0,8694369,1,0,0,0,0
toppiob01,Obi Toppin,PF,24,NYK,45,669,360,12.4,0.536,0.592,0.122,3.4,19.1,11.2,8.2,1,1,7.3,18.6,0.5,0.7,1.2,0.084,-0.2,-0.6,-0.7,0.2,5348280,0,0,0,0,1
greendr01,Draymond Green,PF,32,GSW,52,1646,416,12.3,0.595,0.299,0.249,2.9,22.4,12.8,27.6,1.4,2.2,27.3,12.5,1.4,2,3.5,0.101,-1.5,2.5,1,1.2,25806468,0,0,0,0,1
hausesa01,Sam Hauser,PF,25,BOS,57,903,456,12.3,0.628,0.833,0.053,3.1,14.8,9.1,6.5,0.9,1.1,6.2,14.8,1.2,1,2.2,0.119,0.5,-0.1,0.4,0.5,1637966,0,0,0,0,1
lowryky01,Kyle Lowry,PG,36,MIA,44,1464,352,12.3,0.552,0.632,0.274,2.9,12.6,7.5,22.9,1.7,1.2,15.4,17,1.1,1.8,2.9,0.095,-1,1,0,0.7,28333334,0,0,0,1,0
mykhasv01,Svi Mykhailiuk,SF,25,TOT,14,65,112,12.3,0.619,0.667,0.25,1.6,13.3,7.4,2.2,0.8,0,10.1,19.3,0,0,0.1,0.059,0.2,-1.5,-1.3,0,3714810,0,0,1,0,0
mykhasv01,Svi Mykhailiuk,SF,25,TOT,14,65,112,12.3,0.619,0.667,0.25,1.6,13.3,7.4,2.2,0.8,0,10.1,19.3,0,0,0.1,0.059,0.2,-1.5,-1.3,0,3714810,0,0,1,0,0
watfotr01,Trendon Watford,PF,22,POR,42,680,336,12.3,0.649,0.219,0.404,4.7,19.1,12,14.1,1.1,0.8,18.4,14,0.9,0.5,1.4,0.097,-1.5,0,-1.5,0.1,1563518,0,0,0,0,1
watsope01,Peyton Watson,SG,20,DEN,12,38,96,12.3,0.531,0.118,0.118,9.5,14.9,12.3,3.9,0,2.4,10.1,22.7,0,0,0,0.007,-2.6,-4.2,-6.8,0,2193960,0,1,0,0,0
willija07,Jaylin Williams,PF,20,OKC,25,393,200,12.3,0.568,0.374,0.196,5.7,25.9,15.6,11.6,1.2,0.9,12.1,14.1,0.4,0.5,0.9,0.109,-1.8,0.2,-1.5,0,2000000,0,0,0,0,1
curryse01,Seth Curry,SG,32,BRK,40,914,320,12.2,0.594,0.529,0.105,1.3,8,4.8,12.4,1.4,0.7,10.8,19.1,0.7,0.6,1.3,0.068,-1.1,-1.2,-2.3,-0.1,8496653,0,1,0,0,0
iveyja01,Jaden Ivey,SG,20,DET,55,1653,440,12.2,0.527,0.338,0.391,3.6,11.2,7.3,23.6,1.5,0.7,16.4,24.4,-0.4,0.6,0.2,0.005,-1.6,-1.5,-3.2,-0.5,7252200,0,1,0,0,0
maledth01,Théo Maledon,PG,21,CHO,36,581,288,12.2,0.551,0.401,0.357,1.6,14.5,7.8,19.6,2.2,0.9,16.2,15.5,0.3,0.5,0.8,0.066,-2.4,0.7,-1.7,0.1,1900000,0,0,0,1,0
walkelo01,Lonnie Walker IV,SG,24,LAL,42,1123,336,12.2,0.575,0.454,0.196,1.3,7,4.2,7,1.1,1.1,7.3,19.5,0.8,0.7,1.5,0.064,-1,-0.7,-1.7,0.1,6479000,0,1,0,0,0
dortlu01,Luguentz Dort,SG,23,OKC,50,1494,400,12.1,0.535,0.457,0.298,4.8,10.1,7.4,10.1,1.7,0.8,9.3,20.1,0.9,1.3,2.3,0.073,-1.7,-0.7,-2.4,-0.1,15277778,0,1,0,0,0
cancavl01,Vlatko Cancar,PF,25,DEN,44,705,352,12,0.634,0.486,0.141,3.4,13.6,8.7,12.1,1.2,1.4,13.2,13.9,0.9,0.7,1.6,0.109,-1,-0.1,-1.1,0.2,2234359,0,0,0,0,1
huntede01,De'Andre Hunter,SF,25,ATL,49,1567,392,12,0.57,0.356,0.279,2.2,12.8,7.4,6.1,0.8,0.5,8.2,20.1,1.1,1,2.2,0.066,-1.7,-1.3,-3,-0.4,9835881,0,0,1,0,0
niangge01,Georges Niang,PF,29,PHI,55,1089,440,12,0.618,0.77,0.085,1.9,12.8,7.4,8.5,1,0.9,9.3,17.7,1,1,2.1,0.092,0.3,-0.8,-0.5,0.4,3465000,0,0,0,0,1
caldwke01,Kentavious Caldwell-Pope,SG,29,DEN,56,1758,448,11.9,0.613,0.502,0.18,1.9,8.9,5.5,9.7,2.1,1.2,11.4,14.5,1.8,1.8,3.5,0.097,-1,0.3,-0.7,0.6,14004703,0,1,0,0,0
mcdanja02,Jaden McDaniels,PF,22,MIN,58,1770,464,11.9,0.607,0.373,0.2,4.9,9.3,7.1,9,1.5,2.9,13.4,15.2,1.5,1.7,3.2,0.087,-1.6,0.5,-1.1,0.4,2161440,0,0,0,0,1
osmande01,Cedi Osman,SF,27,CLE,58,1218,464,11.9,0.574,0.564,0.2,1.7,10.8,6.3,10.6,1.3,0.5,8.5,18.2,1,1.5,2.5,0.1,-1.2,0.5,-0.7,0.4,7426088,0,0,1,0,0
wiggiaa01,Aaron Wiggins,SG,24,OKC,46,846,368,11.9,0.608,0.356,0.212,6,12.7,9.3,9.6,1.2,0.9,13.2,13.8,1,0.7,1.8,0.1,-1.4,-0.8,-2.2,0,1563518,0,1,0,0,0
alvarjo01,Jose Alvarado,PG,24,NOP,58,1264,464,11.8,0.525,0.509,0.17,2.3,9.9,6.1,19.9,2.4,0.7,13.7,19.7,0.2,1.5,1.7,0.064,-1.9,0.5,-1.4,0.2,1563518,0,0,0,1,0
hardyja02,Jaden Hardy,SG,20,DAL,31,367,248,11.8,0.555,0.441,0.298,0.6,13.5,6.9,10.9,1.2,0.7,12.5,25.8,-0.1,0.3,0.1,0.016,-3.4,-2.1,-5.5,-0.3,1017781,0,1,0,0,0
morrima03,Marcus Morris,PF,33,LAC,53,1519,424,11.8,0.544,0.485,0.145,1.8,14.6,8.2,9.5,1.1,1.2,7,18.6,0.8,1.5,2.2,0.071,-1.1,-0.1,-1.2,0.3,16372093,0,0,0,0,1
oladivi01,Victor Oladipo,SG,30,MIA,26,739,208,11.8,0.509,0.481,0.219,1.9,12.6,7,20.5,2.9,0.8,14.4,19.9,-0.3,1.1,0.9,0.057,-2.8,1.6,-1.2,0.1,8750000,0,1,0,0,0
mcdanja01,Jalen McDaniels,SF,25,TOT,59,1550,472,11.7,0.552,0.404,0.207,3.2,16.7,9.7,10.3,2.1,1.7,12.6,17.1,0.3,1.5,1.8,0.057,-2.5,0.4,-2.1,0,1930681,0,0,1,0,0
mclaujo01,Jordan McLaughlin,PG,26,MIN,24,367,192,11.7,0.494,0.506,0.111,4.1,7.5,5.8,26,2.5,0.5,18.3,12.1,0.3,0.3,0.6,0.081,-1.3,0.6,-0.7,0.1,2160000,0,0,0,1,0
murrake02,Keegan Murray,SF,22,SAC,55,1625,440,11.7,0.589,0.626,0.12,4.4,13.4,9,4.8,1.2,1.5,8.1,16,1.3,1.3,2.6,0.077,0,-1,-1,0.4,8008440,0,0,1,0,0
reaveau01,Austin Reaves,SG,24,LAL,41,1144,328,11.7,0.647,0.491,0.427,2.4,8.8,5.7,10.1,0.9,1.1,14,14.2,1.5,0.7,2.2,0.093,-1.2,-0.1,-1.3,0.2,1563518,0,1,0,0,0
beaslma01,Malik Beasley,SG,26,TOT,58,1533,464,11.6,0.533,0.706,0.063,1.9,12.5,7.3,9,1.5,0.4,8.1,21.5,0.3,1,1.2,0.039,-0.4,-1.3,-1.6,0.2,15558035,0,1,0,0,0
craigto01,Torrey Craig,SF,32,PHO,57,1474,456,11.6,0.567,0.493,0.098,8.6,16.2,12.3,8.1,1.3,2.2,13,13.1,1.2,1.8,3,0.096,-1.3,0.4,-0.9,0.4,5121951,0,0,1,0,0
gillan01,Anthony Gill,PF,30,WAS,41,411,328,11.6,0.667,0.226,0.345,6.2,9,7.7,6.5,0.6,1.6,8.5,11.2,0.8,0.3,1,0.122,-1.7,-0.6,-2.3,0,1836090,0,0,0,0,1
gordoer01,Eric Gordon,SG,34,TOT,49,1466,392,11.6,0.571,0.513,0.29,0.9,6.6,3.8,14.6,1.1,1.3,13,18,1.1,0.2,1.4,0.046,-0.8,-1.5,-2.4,-0.1,19568360,0,1,0,0,0
marsh01,ji Marshall,SF,25,NOP,54,1345,432,11.6,0.537,0.397,0.311,3.1,13.7,8.4,13.8,1.6,0.9,12.4,17.5,0.5,1.4,2,0.07,-1.7,0,-1.6,0.1,1782621,0,0,1,0,0
avdijde01,Deni Avdija,SF,22,WAS,56,1472,448,11.5,0.536,0.406,0.298,4.7,20.9,13.2,12.8,1.7,1.5,14.6,16.4,0.3,1.8,2.1,0.069,-2.6,0.7,-2,0,4916160,0,0,1,0,0
joneshe01,Herbert Jones,SF,24,NOP,43,1239,344,11.5,0.538,0.339,0.357,5.3,9.6,7.4,10,2.8,2.1,12.7,15.1,0.6,1.7,2.3,0.087,-2.6,1.7,-0.8,0.4,1785000,0,0,1,0,0
paytoga02,Gary Payton II,PG,30,POR,15,255,120,11.5,0.713,0.415,0.098,4.6,13.1,8.9,11.5,3.1,0.3,21.9,9.4,0.3,0.3,0.6,0.108,-2,1.5,-0.4,0.1,8300000,0,0,0,1,0
carusal01,Alex Caruso,PG,28,CHI,49,1191,392,11.4,0.578,0.505,0.279,2.9,11.5,7.2,16.7,3.3,2.5,21.5,10.9,0.6,1.9,2.5,0.101,-2.5,3.6,1.1,0.9,9030000,0,0,0,1,0
kolokch01,Christian Koloko,C,22,TOR,45,658,360,11.4,0.533,0.072,0.424,11.3,14.2,12.6,4.4,1,7.2,10.8,10.7,0.6,0.7,1.4,0.101,-4.4,0.4,-4,-0.3,1500000,1,0,0,0,0
langfro01,Romeo Langford,SG,23,SAS,32,646,256,11.4,0.538,0.225,0.181,7.6,8.2,7.9,9.1,1.2,1.4,9.1,15.5,0.5,0.1,0.5,0.04,-1.7,-1.7,-3.4,-0.2,5634257,0,1,0,0,0
reddica01,Cam Reddish,SF,23,TOT,23,507,184,11.4,0.568,0.448,0.209,1.7,6.3,4,7.1,1.8,1.7,8.2,16.4,0.4,0.4,0.9,0.081,-1.8,-0.2,-2,0,5954454,0,0,1,0,0
harriga01,Gary Harris,SG,28,ORL,30,735,240,11.3,0.655,0.636,0.139,2,7.9,5,6.9,1.8,0.7,9.6,12.9,1,0.6,1.6,0.103,-1,0.4,-0.6,0.3,13000000,0,1,0,0,0
leverca01,Caris LeVert,SG,28,CLE,55,1674,440,11.3,0.517,0.41,0.245,2.9,12.4,7.7,18.2,1.4,0.7,12.6,19.5,0.3,2.3,2.6,0.074,-1.9,0.5,-1.5,0.2,18796296,0,1,0,0,0
templga01,Garrett Temple,SG,36,NOP,18,129,144,11.3,0.571,0.6,0.114,1.7,7.9,4.8,10.3,3.4,0.7,7.5,13.1,0.1,0.2,0.3,0.111,-2.7,2.3,-0.4,0.1,5155500,0,1,0,0,0
martica02,Caleb Martin,PF,27,MIA,49,1485,392,11.2,0.557,0.437,0.175,5.1,15.3,10,7.8,1.7,1.4,11.2,14.8,0.7,2,2.7,0.086,-2,0.6,-1.4,0.2,6479000,0,0,0,0,1
mcderdo01,Doug McDermott,SF,31,SAS,51,1043,408,11.2,0.593,0.56,0.125,1.6,10.6,6,10,0.4,0.5,10.1,19,0.8,-0.1,0.7,0.033,-0.6,-2.7,-3.3,-0.3,13750000,0,0,1,0,0
millspa02,Patty Mills,PG,34,BRK,36,479,288,11.2,0.556,0.644,0.119,1.7,6.4,4.2,13.8,1.3,0.4,10.6,19.4,0.2,0.3,0.5,0.047,-1,-1.7,-2.7,-0.1,6479000,0,0,0,1,0
schrode01,Dennis Schröder,PG,29,LAL,45,1379,360,11.2,0.556,0.364,0.38,1,7.9,4.6,18.1,1.1,0.3,12.4,17.5,1,0.9,1.9,0.066,-2.5,-0.6,-3.2,-0.4,1836090,0,0,0,1,0
smithde03,Dennis Smith Jr.,PG,25,CHO,38,951,304,11.2,0.484,0.237,0.201,1.7,10.3,5.8,24.2,2.6,1.6,15.1,17.1,-0.3,0.9,0.6,0.029,-3.9,0.8,-3.1,-0.3,1836090,0,0,0,1,0
carteje01,Jevon Carter,PG,27,MIL,58,1306,464,11.1,0.565,0.581,0.072,2.1,9.5,5.9,15.4,2.1,1.6,14,14.5,0.8,1.9,2.7,0.1,-2.1,1.9,-0.2,0.6,6025000,0,0,0,1,0
carteje01,Jevon Carter,PG,27,MIL,58,1306,464,11.1,0.565,0.581,0.072,2.1,9.5,5.9,15.4,2.1,1.6,14,14.5,0.8,1.9,2.7,0.1,-2.1,1.9,-0.2,0.6,6025000,0,0,0,1,0
dienggo01,Gorgui Dieng,C,33,SAS,19,193,152,11.1,0.519,0.683,0.1,9.9,21,15.2,18.9,0.5,3,20.3,16.9,0,0.1,0.1,0.024,-2.5,-0.3,-2.8,0,1836090,1,0,0,0,0
shamela01,Landry Shamet,SG,25,PHO,30,642,240,11.1,0.546,0.669,0.186,1.4,7.6,4.4,14.5,1.4,0.7,10,19.3,0.4,0.6,1,0.073,-0.7,-0.5,-1.1,0.1,9500000,0,1,0,0,0
hardati02,Tim Hardaway Jr.,SG,30,DAL,54,1633,432,11,0.518,0.643,0.189,1.3,13.2,7.2,8.8,1.3,0.4,6.2,21.2,-0.2,1.1,0.9,0.027,-1.2,-1.5,-2.7,-0.3,19602273,0,1,0,0,0
joneska01,Kai Jones,C,22,CHO,27,237,216,11,0.568,0.186,0.203,8.6,14.8,11.6,2.9,1,4.1,12.3,12.9,0.1,0.2,0.3,0.065,-4,-0.6,-4.6,-0.2,2909040,1,0,0,0,0
kuminjo01,Jothan Kuminga,PF,20,GSW,46,886,368,11,0.568,0.317,0.287,5.2,12.3,8.8,12.7,1.2,2,16.4,19.4,0.1,0.8,0.8,0.045,-3,-0.5,-3.5,-0.3,5739840,0,0,0,0,1
littl01,ssir Little,SF,22,POR,37,620,296,11,0.585,0.552,0.184,3.4,13.4,8.4,7.7,0.9,1.7,10,14.7,0.5,0.3,0.8,0.064,-0.5,-1.1,-1.6,0.1,4171548,0,0,1,0,0
whiteco01,Coby White,SG,22,CHI,51,1135,408,11,0.548,0.609,0.137,1.1,12.3,6.8,12.2,1.6,0.4,9.1,17.4,0.4,1.2,1.6,0.066,-1.9,0.1,-1.8,0.1,7413955,0,1,0,0,0
konchjo01,John Konchar,SG,26,MEM,49,1097,392,10.9,0.556,0.562,0.092,4.1,17.9,11.1,8,2.2,1.1,10.1,10.8,0.8,1.8,2.6,0.114,-1.6,2.1,0.5,0.7,2300000,0,1,0,0,0
strusma01,Max Strus,SF,26,MIA,57,1722,456,10.9,0.546,0.701,0.12,2.6,11.6,6.9,11,1.1,0.5,8,18.3,0.9,1.8,2.6,0.073,-1.1,-0.6,-1.6,0.2,1815677,0,0,1,0,0
batumni01,Nicolas Batum,PF,34,LAC,57,1238,456,10.8,0.573,0.812,0.148,4.5,17,10.8,9.1,1.4,2.9,11.4,11.8,1,1.5,2.5,0.098,-1.2,1.4,0.3,0.7,19700319,0,0,0,0,1
batumni01,Nicolas Batum,PF,34,LAC,57,1238,456,10.8,0.573,0.812,0.148,4.5,17,10.8,9.1,1.4,2.9,11.4,11.8,1,1.5,2.5,0.098,-1.2,1.4,0.3,0.7,19700319,0,0,0,0,1
careyve01,Vernon Carey Jr.,C,21,WAS,11,28,88,10.8,0.338,0,0.25,12.4,30.3,21.7,13.4,3.5,6,18.4,16.9,-0.1,0.1,0,0.02,-6.9,2.1,-4.8,0,1782621,1,0,0,0,0
greenje02,Jeff Green,PF,36,DEN,37,711,296,10.8,0.567,0.277,0.339,4.2,10.8,7.6,8.2,1,1.1,11.7,17.8,0.4,0.6,0.9,0.062,-3,-1,-4,-0.4,4500000,0,0,0,0,1
leeda03,Damion Lee,SG,30,PHO,60,1324,480,10.8,0.609,0.569,0.242,2.3,14.1,8.1,9.4,1,0.4,13.9,16.2,1,1.2,2.3,0.082,-1.2,-0.4,-1.6,0.1,1836090,0,1,0,0,0
morrima02,Markieff Morris,PF,33,BRK,27,285,216,10.8,0.556,0.598,0.122,5.4,17.7,11.8,11.5,1.4,1.5,13.9,15.7,0.1,0.3,0.4,0.075,-1.7,-0.3,-2,0,1836090,0,0,0,0,1
okorois01,Isaac Okoro,SF,22,CLE,61,1295,488,10.8,0.602,0.479,0.292,3.6,10.5,7.1,7.3,1.7,1.9,10.3,12.4,1.3,1.9,3.2,0.119,-1.9,1.7,-0.2,0.6,7040880,0,0,1,0,0
rosede01,Derrick Rose,PG,34,NYK,26,336,208,10.8,0.474,0.387,0.077,2.6,10.3,6.4,20.5,1,1.4,12.1,23.3,-0.2,0.3,0.1,0.011,-1.8,-1.4,-3.2,-0.1,14520730,0,0,0,1,0
walkeja01,Jabari Walker,SF,20,POR,38,335,304,10.8,0.521,0.258,0.326,11.2,16.5,13.9,8.2,0.6,1.6,12.1,15.1,0.3,0.2,0.4,0.063,-2.8,-1.7,-4.4,-0.2,1017781,0,0,1,0,0
