PlayerID,Player,Pos,Age,Team,G,MP,MinM,PER,TS_perc,X3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,X2022_23,C,SG,SF,PG,PF
durenja01,Jalen Duren,C,19,DET,51,1283,408,16.8,0.659,0.004,0.396,14.3,24.7,19.3,6.3,1.2,3.2,15.4,13.1,2.4,1.1,3.5,0.13,-0.3,-0.5,-0.8,0.4,4124280,1,0,0,0,0
giddejo01,Josh Giddey,SG,20,OKC,52,1602,416,16.7,0.539,0.207,0.112,6.6,20.7,13.5,28.5,1.2,1.4,16.7,24.6,0.6,1.8,2.4,0.073,0.9,-0.4,0.5,1,6287400,0,1,0,0,0
grantje01,Jerami Grant,PF,28,POR,54,1927,432,16.6,0.611,0.383,0.364,2.8,11.2,7.1,10,1.1,2,9.6,23,3.2,1.1,4.3,0.107,1.6,-1.2,0.3,1.1,20955000,0,0,0,0,1
vassede01,Devin Vassell,SG,22,SAS,29,907,232,16.6,0.562,0.438,0.188,0.7,13.9,7,17.3,1.8,1.1,8.2,24.9,0.9,0.4,1.2,0.065,2.1,-1,1.1,0.7,4437000,0,1,0,0,0
vandeja01,Jarred Vanderbilt,PF,23,TOT,55,1321,440,16.5,0.613,0.175,0.326,10.4,24.8,17.7,15.5,2.1,1,15.9,14,2.4,1.6,4,0.146,0.2,1.6,1.7,1.2,4374000,0,0,0,0,1
azubuud01,Udoka Azubuike,C,23,UTA,24,137,192,16.4,0.826,0,0.25,10.5,29.3,20,6,1.1,3.6,27.3,11.2,0.2,0.2,0.4,0.125,-0.8,0.7,-0.1,0.1,2174880,1,0,0,0,0
burksal01,Alec Burks,SG,31,DET,46,1015,368,16.4,0.605,0.505,0.406,1.8,13.3,7.4,15.4,1.6,0.5,9.8,22.7,1.8,0.4,2.2,0.104,1.7,-0.8,0.9,0.7,10012800,0,1,0,0,0
dinwisp01,Spencer Dinwiddie,PG,29,TOT,57,1946,456,16.4,0.596,0.491,0.31,1.2,9.9,5.5,24.1,1.2,0.7,10.3,22,3.8,1.2,4.9,0.122,2,-1,1,1.5,20171427,0,0,0,1,0
mcgeeja01,JaVale McGee,C,35,DAL,36,293,288,16.4,0.612,0.038,0.302,11.1,26.7,18.7,5.8,0.7,6.5,20.5,23.4,-0.1,0.4,0.3,0.057,-4.2,-0.4,-4.6,-0.2,5461219,1,0,0,0,0
reedpa01,Paul Reed,C,23,PHI,44,422,352,16.4,0.603,0.039,0.214,15.2,24,19.6,4.8,3.4,6.1,18.7,14.6,0.4,1,1.4,0.156,-3.6,2.3,-1.3,0.1,1782621,1,0,0,0,0
thomaca02,Cam Thomas,SG,21,BRK,41,679,328,16.4,0.584,0.274,0.421,1,10.2,5.8,14.2,1.1,0.6,10.2,27.8,0.7,0.5,1.1,0.081,0.1,-1.7,-1.6,0.1,2138160,0,1,0,0,0
middlkh01,Khris Middleton,SF,31,MIL,17,364,136,16.3,0.534,0.421,0.223,3,15.2,9.3,29,1.5,0.7,13.6,28.9,0.2,0.5,0.7,0.093,-0.1,-0.1,-0.2,0.2,37948276,0,0,1,0,0
russeda01,D'Angelo Russell,PG,26,TOT,57,1869,456,16.3,0.602,0.515,0.235,1.8,8.5,5.3,27,1.5,1,15.2,22.8,2.6,1.5,4.1,0.105,2,-0.8,1.2,1.5,31377750,0,0,0,1,0
bambamo01,Mo Bamba,C,24,TOT,41,697,328,16.2,0.602,0.511,0.24,7.9,23.1,15.5,9.1,0.8,5.6,8.6,16.6,1.1,0.9,2.1,0.143,0.2,0.8,1,0.5,10300000,1,0,0,0,0
ferbr01,Bruno Ferndo,C,24,TOT,32,368,256,16.2,0.563,0.01,0.458,14.5,22,18.3,11.8,0.8,8.2,15.4,15.3,0.5,0.4,0.9,0.112,-2.8,1,-1.8,0,2717391,1,0,0,0,0
sextoco01,Collin Sexton,SG,24,UTA,47,1129,376,16.2,0.62,0.258,0.434,3.6,6.4,5,17.8,1.1,0.4,13.4,23.2,2.2,0.4,2.6,0.11,0.3,-1.5,-1.2,0.2,16500000,0,1,0,0,0
diallha01,Hamidou Diallo,SG,24,DET,50,841,400,16.1,0.607,0.06,0.425,6.2,16.2,11,9.1,2.6,1.5,14.2,21,0.6,0.7,1.3,0.073,-1.6,0.4,-1.3,0.1,5200000,0,1,0,0,0
fultzma01,Markelle Fultz,PG,24,ORL,38,1108,304,16.1,0.551,0.122,0.22,5,10.8,7.9,29.2,2.5,1.3,16.6,21,0.8,1.2,2,0.087,-0.5,0.7,0.2,0.6,16500000,0,0,0,1,0
landajo01,Jock Landale,C,27,PHO,51,721,408,16.1,0.594,0.301,0.333,12.8,18.8,15.7,9.3,0.9,2.9,14.3,19.5,1,0.9,1.9,0.125,-1.2,-0.4,-1.6,0.1,1563518,1,0,0,0,0
mccolcj01,CJ McCollum,SG,31,NOP,52,1820,416,16.1,0.541,0.407,0.172,2.4,11.6,7,26.1,1.4,1.6,11.9,26.9,1.1,1.8,2.9,0.077,2,-0.7,1.3,1.5,33333333,0,1,0,0,0
barnesc01,Scottie Barnes,PF,21,TOR,56,1971,448,16,0.531,0.234,0.257,7.2,16.6,11.5,20.1,1.4,2.4,12.2,20.2,2,1.8,3.8,0.094,0.9,-0.3,0.6,1.3,7644600,0,0,0,0,1
maxeyty01,Tyrese Maxey,SG,22,PHI,38,1245,304,16,0.569,0.381,0.255,1.6,8.5,5.1,17.7,1.3,0.4,7.8,25.6,1.5,1.1,2.6,0.099,0.5,-1.5,-1,0.3,2726880,0,1,0,0,0
monkma01,Malik Monk,SG,24,SAC,54,1219,432,16,0.571,0.477,0.24,2.6,10.5,6.6,25,1.4,0.9,14.4,26.2,1.1,0.9,1.9,0.076,1,-1.5,-0.5,0.5,9472219,0,1,0,0,0
eubandr01,Drew Eubanks,C,25,POR,56,1093,448,15.9,0.7,0.034,0.368,9.8,19.5,14.7,8.1,1.3,5.4,15.7,11.2,2.2,1.2,3.4,0.149,-0.6,1.2,0.6,0.7,1836090,1,0,0,0,0
wagnefr01,Franz Wagner,SF,21,ORL,58,1924,464,15.9,0.588,0.317,0.292,3.2,10.3,6.8,17.1,1.4,0.6,11.7,23.8,2.3,1.5,3.8,0.095,0.5,-0.8,-0.3,0.9,5258280,0,0,1,0,0
anthoco01,Cole Anthony,PG,22,ORL,39,977,312,15.8,0.559,0.343,0.303,2.7,18.1,10.4,24.7,1.1,2.4,12.2,21.2,1.2,1,2.2,0.111,0.6,0.7,1.3,0.8,3613680,0,0,0,1,0
zubaciv01,Ivica Zubac,C,25,LAC,59,1734,472,15.8,0.648,0.005,0.477,12.7,25.7,19.2,5.1,0.7,4,17.9,14.3,2.6,2.4,5,0.138,-1.6,0.1,-1.5,0.2,10123457,1,0,0,0,0
bolbo01,Bol Bol,PF,23,ORL,54,1251,432,15.7,0.638,0.207,0.229,5.6,25.1,15.4,5.7,0.9,5.6,18.2,18.7,0.4,1.8,2.2,0.084,-1,0.7,-0.3,0.5,2200000,0,0,0,0,1
dedmode01,Dewayne Dedmon,C,33,MIA,30,350,240,15.7,0.576,0.287,0.341,8.9,28.1,18,7.3,1,4.1,11.4,21.1,0.3,0.6,0.9,0.124,-2.5,0.6,-1.8,0,7566667,1,0,0,0,0
dedmode01,Dewayne Dedmon,C,33,MIA,30,350,240,15.7,0.576,0.287,0.341,8.9,28.1,18,7.3,1,4.1,11.4,21.1,0.3,0.6,0.9,0.124,-2.5,0.6,-1.8,0,7566667,1,0,0,0,0
easonta01,Tari Eason,PF,21,HOU,58,1124,464,15.7,0.522,0.259,0.227,12.4,18.7,15.5,7.5,2.6,2.9,11.4,20,0.6,1.2,1.8,0.077,-1.1,-0.2,-1.3,0.2,3359160,0,0,0,0,1
herroty01,Tyler Herro,SG,23,MIA,45,1595,360,15.7,0.56,0.475,0.166,1.5,18,9.4,20.9,1.2,0.9,11.9,26,0.6,2,2.6,0.079,1.5,-0.3,1.2,1.3,5722116,0,1,0,0,0
poweldw01,Dwight Powell,C,31,DAL,55,1083,440,15.7,0.744,0.015,0.67,12,13.7,12.8,6,1.6,1.9,16.6,12.6,2.9,1,3.9,0.172,-1.3,0,-1.3,0.2,11080125,1,0,0,0,0
wieskjo01,Joe Wieskamp,SF,23,TOR,2,17,16,15.7,0.9,0.8,0,0,0,0,8.6,0,0,16.7,15,0,0,0,0.127,5.3,-3.1,2.1,0,2175000,0,0,1,0,0
achiupr01,Precious Achiuwa,C,23,TOR,35,827,280,15.6,0.555,0.261,0.338,9.6,23.7,16.1,6.3,1.4,2.8,11.1,19.1,0.7,0.9,1.7,0.097,-1.3,-1,-2.3,-0.1,2840160,1,0,0,0,0
colliza01,Zach Collins,C,25,SAS,48,1016,384,15.6,0.612,0.233,0.303,9,22.4,15.4,17.6,1,2.4,19,19.8,1,0.5,1.5,0.072,-1.1,-0.1,-1.2,0.2,7350000,1,0,0,0,0
mccontj01,T.J. McConnell,PG,30,IND,57,1119,456,15.6,0.57,0.113,0.132,3.2,13.1,8.2,37.1,2.5,0.4,20.9,18.2,1.1,1,2.1,0.089,-0.3,0.1,-0.2,0.5,8100000,0,0,0,1,0
portemi01,Michael Porter Jr.,SF,24,DEN,42,1234,336,15.6,0.608,0.555,0.148,3.8,17,10.6,4.9,1.1,1.5,7.5,22.1,1.4,1.2,2.7,0.104,0.9,-1.8,-0.9,0.3,30913750,0,0,1,0,0
bridgmi01,Mikal Bridges,SF,26,TOT,59,2139,472,15.5,0.58,0.338,0.232,3.2,10.6,6.8,14.3,1.6,2,8.7,19.7,3.1,2.3,5.5,0.123,0.8,0.6,1.4,1.8,20100000,0,0,1,0,0
trentga02,Gary Trent Jr.,SG,24,TOR,50,1682,400,15.5,0.571,0.484,0.237,1.2,8,4.3,7.3,2.4,0.8,5.3,21.8,2.3,1.4,3.7,0.107,0.4,-0.2,0.2,0.9,17505000,0,1,0,0,0
westbru01,Russell Westbrook,PG,34,LAL,52,1491,416,15.5,0.496,0.292,0.326,4.4,18.2,11.5,38.3,1.7,1.3,18.1,28.8,-1.2,1.7,0.5,0.017,-0.2,-0.1,-0.3,0.6,47063478,0,0,0,1,0
greenja02,Javonte Green,SG,29,CHI,28,449,224,15.4,0.667,0.327,0.413,6.3,14,10.2,6.9,2.4,4.2,14,13.9,0.7,0.7,1.4,0.147,-0.5,2.5,1.9,0.5,1815677,0,1,0,0,0
johnske04,Keldon Johnson,SF,23,SAS,52,1695,416,15.4,0.552,0.379,0.308,2.8,13.7,8,12.7,1,0.4,9.5,27.8,0.9,0.2,1.2,0.033,0.8,-2.8,-2,0,3873025,0,0,1,0,0
porteke02,Kevin Porter Jr.,PG,22,HOU,40,1359,320,15.4,0.551,0.413,0.299,4.4,13.1,8.8,26.4,1.9,1.1,17,25.5,0.5,0.8,1.3,0.046,0.8,-0.8,-0.1,0.7,3217631,0,0,0,1,0
sharpda01,Day'Ron Sharpe,C,21,BRK,32,327,256,15.4,0.572,0.06,0.27,19.2,23.4,21.4,9.8,0.7,4.2,19.4,19,0.3,0.4,0.8,0.111,-3.1,-1,-4.1,-0.2,2109480,1,0,0,0,0
wrighde01,Delon Wright,PG,30,WAS,29,653,232,15.4,0.55,0.433,0.207,5.3,10.2,7.9,21.3,4.3,1,14.6,12.7,0.8,1,1.8,0.136,-0.7,3.8,3.1,0.8,7804878,0,0,0,1,0
jonesty01,Tyus Jones,PG,26,MEM,57,1319,456,15.3,0.539,0.448,0.148,1.8,8.3,5.1,26.4,2.1,0.3,9.3,17.8,2,1.6,3.7,0.133,0.7,0.5,1.3,1.1,15000000,0,0,0,1,0
walkeke02,Kemba Walker,PG,32,DAL,9,144,72,15.3,0.543,0.491,0.368,2.4,10.9,6.6,20.5,0.7,1.3,5.7,22.2,0.2,0.1,0.3,0.104,0.3,-0.7,-0.3,0.1,37281261,0,0,0,1,0
walkeke02,Kemba Walker,PG,32,DAL,9,144,72,15.3,0.543,0.491,0.368,2.4,10.9,6.6,20.5,0.7,1.3,5.7,22.2,0.2,0.1,0.3,0.104,0.3,-0.7,-0.3,0.1,37281261,0,0,0,1,0
walkeke02,Kemba Walker,PG,32,DAL,9,144,72,15.3,0.543,0.491,0.368,2.4,10.9,6.6,20.5,0.7,1.3,5.7,22.2,0.2,0.1,0.3,0.104,0.3,-0.7,-0.3,0.1,37281261,0,0,0,1,0
gabriwe01,Wenyen Gabriel,PF,25,LAL,46,706,368,15.2,0.648,0.153,0.311,11.9,15.1,13.5,4.3,1.1,3,12.9,15.3,1.2,0.7,1.9,0.131,-2,-0.3,-2.3,-0.1,1878720,0,0,0,0,1
hieldbu01,Buddy Hield,SF,30,IND,60,1921,480,15.2,0.612,0.659,0.112,3,14,8.5,12.9,1.7,0.9,11.5,21.2,1.9,1.4,3.4,0.084,2.5,-0.6,1.8,1.9,21177750,0,0,1,0,0
roziete01,Terry Rozier,SG,28,CHO,49,1746,392,15.2,0.522,0.425,0.182,2.8,10.2,6.4,21.5,1.4,0.7,9.2,26.8,0.6,0.9,1.5,0.041,1.1,-1.6,-0.6,0.6,21486316,0,1,0,0,0
simon01,Anfernee Simons,SG,23,POR,56,1990,448,15.2,0.587,0.543,0.169,0.9,7.8,4.4,18.7,1,0.6,10.6,25,2.5,0.7,3.2,0.077,1.5,-2.2,-0.7,0.6,22321429,0,1,0,0,0
smithja04,Jalen Smith,PF,22,IND,51,928,408,15.2,0.553,0.4,0.267,10.6,23.3,16.9,7.8,0.9,3.7,12,21.5,0.5,1,1.4,0.075,-1.3,-0.9,-2.2,-0.1,4670160,0,0,0,0,1
clarkjo01,Jordan Clarkson,SG,30,UTA,58,1886,464,15.1,0.562,0.45,0.235,3.9,9.7,6.8,20.2,0.8,0.6,13.8,28,1.3,0.7,1.9,0.05,1.2,-2.5,-1.3,0.3,13340000,0,1,0,0,0
whitede01,Derrick White,SG,28,BOS,59,1636,472,15.1,0.593,0.521,0.246,2.2,10.8,6.6,19.6,1.3,2.8,9.7,17.3,2.9,2.1,5,0.148,0.9,1.3,2.1,1.7,16892857,0,1,0,0,0
banchpa01,Paolo Banchero,PF,20,ORL,52,1754,416,15,0.527,0.269,0.487,4,18.4,11.2,16.7,1.4,1.4,12.6,27.7,-0.1,1.8,1.7,0.048,-0.7,-0.8,-1.5,0.2,11055120,0,0,0,0,1
harrito02,Tobias Harris,PF,30,PHI,53,1779,424,15,0.589,0.38,0.125,3.4,17.3,10.4,11.7,1.5,1.5,8.8,19,1.9,2.2,4.1,0.112,0.4,0.1,0.5,1.1,37633050,0,0,0,0,1
jonestr01,Tre Jones,PG,23,SAS,52,1524,416,15,0.514,0.224,0.217,3,10.9,6.8,29.6,2.1,0.4,12.4,20,1.3,0.5,1.8,0.058,-0.7,-1,-1.7,0.1,1782621,0,0,0,1,0
martike04,Kenyon Martin Jr.,SF,22,HOU,58,1526,464,15,0.627,0.328,0.297,6.2,16.8,11.5,8.9,0.8,1.5,11.2,16.4,2.4,0.6,3,0.095,0.3,-1,-0.8,0.5,1782621,0,0,1,0,0
okogijo01,Josh Okogie,SG,24,PHO,50,748,400,15,0.543,0.433,0.42,10.9,13,11.9,11.4,2.3,2.6,12.6,19,0.7,1,1.8,0.113,-0.4,0.7,0.3,0.4,1836090,0,1,0,0,0
kaminfr01,Frank Kaminsky,C,29,TOT,28,196,224,14.9,0.668,0.52,0.28,2.2,20.1,11.1,17.9,1.2,1.4,13.8,14,0.4,0.2,0.6,0.143,0.7,2,2.7,0.2,1836090,1,0,0,0,0
knigh01,than Knight,PF,25,MIN,33,268,264,14.9,0.658,0.284,0.689,8.6,12.3,10.5,6.6,1.6,1.7,15.7,18.2,0.4,0.3,0.7,0.124,-1.7,-0.9,-2.6,0,1836090,0,0,0,0,1
kuzmaky01,Kyle Kuzma,PF,27,WAS,53,1851,424,14.9,0.548,0.425,0.207,3.2,20.1,12,17.5,0.7,1.2,13.1,27.9,-0.3,1.7,1.4,0.036,0.4,-1.3,-0.9,0.5,13000000,0,0,0,0,1
aldamsa01,Santi Aldama,PF,22,MEM,54,1194,432,14.8,0.604,0.528,0.27,4.9,17.4,11.2,7.4,1.5,2.9,8.6,16,1.8,1.9,3.7,0.148,0.3,1.2,1.5,1,2094120,0,0,0,0,1
morrimo01,Monte Morris,PG,27,WAS,50,1406,400,14.8,0.586,0.405,0.163,1.6,11.4,6.7,26,1.2,0.5,10,15.1,2.7,1.1,3.7,0.127,0.8,-0.3,0.5,0.9,9125000,0,0,0,1,0
wiggian01,Andrew Wiggins,SF,27,GSW,37,1190,296,14.8,0.564,0.425,0.136,5.8,11.5,8.7,10.5,1.8,2.1,7.9,21.5,0.9,1.2,2.1,0.086,-0.1,-0.5,-0.6,0.4,33616770,0,0,1,0,0
willike04,Kenrich Williams,PF,28,OKC,49,1101,392,14.8,0.591,0.397,0.103,8.9,14.9,11.9,11.7,1.6,1.2,7.7,13.3,2,1.2,3.2,0.14,0.6,0.2,0.8,0.8,2000000,0,0,0,0,1
anderky01,Kyle Anderson,PF,29,MIN,48,1253,384,14.7,0.596,0.227,0.347,3.4,16.6,10.1,20.3,2.2,2.9,16,14,1.6,1.7,3.3,0.127,0,2.4,2.4,1.4,8780488,0,0,0,0,1
daviste02,Terence Davis,SG,25,SAC,44,607,352,14.7,0.579,0.646,0.117,3.3,16.9,10.2,13,2.8,1.5,12.3,21.8,0.3,0.8,1.1,0.086,-0.6,0.6,0.1,0.3,4000000,0,1,0,0,0
jonesda03,Damian Jones,C,27,TOT,23,184,184,14.7,0.612,0.073,0.537,10.8,22,16.6,2.8,0.8,6.4,15.1,13.7,0.2,0.3,0.5,0.119,-2.5,0.9,-1.6,0,2298385,1,0,0,0,0
lylestr01,Trey Lyles,PF,27,SAC,51,811,408,14.7,0.614,0.57,0.298,6.6,19.4,13.1,7,1,2.5,12,18,1,0.8,1.8,0.106,0.2,-0.9,-0.7,0.3,2625000,0,0,0,0,1
robinje02,Jeremiah Robinson-Earl,PF,22,OKC,28,585,224,14.7,0.584,0.437,0.175,9.6,15.3,12.4,5.7,1.7,1.7,7.5,15.2,0.9,0.7,1.6,0.131,0.1,-0.2,0,0.3,2000000,0,0,0,0,1
warretj01,T.J. Warren,PF-SF,29,TOT,28,505,224,14.7,0.579,0.239,0.161,3.3,13.7,8.7,8.5,1.5,1.2,7.2,20.9,0.4,0.5,0.9,0.087,-1.2,-0.6,-1.8,0,1836090,0,0,0,0,0
youngth01,Thaddeus Young,PF,34,TOR,47,754,376,14.7,0.588,0.168,0.141,9.4,14.5,11.8,12.9,3.5,0.7,16.2,13.2,0.9,1,1.8,0.116,-1.5,1.9,0.4,0.4,8000000,0,0,0,0,1
greenja01,JaMychal Green,PF,32,GSW,38,558,304,14.6,0.638,0.415,0.256,10.5,19,14.8,9,1.5,2.1,17.7,17.9,0.6,0.6,1.3,0.108,-1.6,-0.2,-1.8,0,10036090,0,0,0,0,1
greenja01,JaMychal Green,PF,32,GSW,38,558,304,14.6,0.638,0.415,0.256,10.5,19,14.8,9,1.5,2.1,17.7,17.9,0.6,0.6,1.3,0.108,-1.6,-0.2,-1.8,0,10036090,0,0,0,0,1
hylanbo01,Bones Hyland,PG,22,TOT,44,852,352,14.6,0.541,0.552,0.2,1.8,10.6,6.3,21.3,1.7,1.4,12.7,28.2,0.2,0.8,1,0.056,0.5,-1.4,-0.8,0.3,2201520,0,0,0,1,0
quickim01,Immanuel Quickley,PG,23,NYK,59,1636,472,14.6,0.562,0.479,0.247,2.6,13.1,7.8,16.6,1.5,0.5,8.7,19.1,2.6,1.5,4.1,0.12,0.3,0.4,0.7,1.1,2316240,0,0,0,1,0
baldwpa01,Patrick Baldwin Jr.,SF,20,GSW,16,129,128,14.5,0.619,0.79,0.097,0,17.8,9,3.4,2.2,0.7,9.8,23.3,0,0.2,0.2,0.056,1.8,-0.9,1,0.1,2226000,0,0,1,0,0
anunoog01,OG Anunoby,SF,25,TOR,45,1611,360,14.4,0.562,0.381,0.217,4.5,13.7,8.7,8.3,2.8,2.1,12.7,20.4,0.6,1.9,2.6,0.076,-0.8,0.6,-0.2,0.7,17357143,0,0,1,0,0
harteis01,Isaiah Hartenstein,C,24,NYK,60,1181,480,14.4,0.561,0.133,0.208,15.3,20.9,18.1,6,1.4,4,15,11.9,1.6,1.7,3.3,0.133,-1.5,0.5,-1,0.3,7804879,1,0,0,0,0
oubreke01,Kelly Oubre Jr.,SF,27,CHO,35,1141,280,14.4,0.515,0.417,0.224,4.7,12.2,8.3,5.8,2.3,1,6,26.6,-0.1,1,0.8,0.035,-0.7,-1,-1.7,0.1,12600000,0,0,1,0,0
poolejo01,Jordan Poole,PG,23,GSW,58,1778,464,14.4,0.574,0.492,0.29,1.5,8.6,5.1,22.5,1.2,0.7,15.4,29.5,0.5,1.2,1.7,0.045,-0.2,-2,-2.2,-0.1,3901399,0,0,0,1,0
sumneed01,Edmond Sumner,SG,27,BRK,46,669,368,14.4,0.594,0.329,0.386,2,10,6.1,13.9,2.2,1.2,13.3,22.1,0.6,0.7,1.3,0.092,-2.1,-0.1,-2.2,0,1968175,0,1,0,0,0
bantoda01,Dalano Banton,PG,23,TOR,26,246,208,14.3,0.503,0.414,0.171,3.9,13,8.1,17.6,2.4,4.8,11.2,23.2,0,0.3,0.3,0.059,-1.5,0.6,-0.9,0.1,1563518,0,0,0,1,0
beysa01,Saddiq Bey,SF,23,TOT,54,1539,432,14.3,0.552,0.483,0.339,4.3,14.1,9.1,8.4,1.6,0.7,7.3,21.1,1.6,0.7,2.3,0.071,0.5,-1.3,-0.8,0.5,2959080,0,0,1,0,0
cunnica01,Cade Cunningham,PG,21,DET,12,400,96,14.2,0.492,0.272,0.192,3.2,17.8,10.3,30.6,1.2,1.5,13.8,29.9,-0.4,0.2,-0.2,-0.019,0,-0.7,-0.8,0.1,10552800,0,0,0,1,0
garubus01,Usman Garuba,PF,20,HOU,51,693,408,14.2,0.592,0.264,0.298,13.5,22.7,18.1,9.5,2.5,3.2,19.9,10.2,0.7,0.8,1.5,0.106,-1.4,1.3,-0.1,0.3,2471160,0,0,0,0,1
huertke01,Kevin Huerter,SG,24,SAC,54,1648,432,14.2,0.608,0.592,0.167,2.3,10.4,6.4,13.4,1.7,0.9,10.2,19.2,2,1.3,3.3,0.097,0.7,-0.3,0.4,1,14508929,0,1,0,0,0
jordade01,DeAndre Jordan,C,34,DEN,34,498,272,14.2,0.732,0.01,0.427,9.9,28.6,19.5,8.1,0.8,4,26.9,13.6,0.4,0.7,1.1,0.107,-2.7,0.7,-2.1,0,9663997,1,0,0,0,0
jordade01,DeAndre Jordan,C,34,DEN,34,498,272,14.2,0.732,0.01,0.427,9.9,28.6,19.5,8.1,0.8,4,26.9,13.6,0.4,0.7,1.1,0.107,-2.7,0.7,-2.1,0,9663997,1,0,0,0,0
simsje01,Jericho Sims,C,24,NYK,47,767,376,14.2,0.774,0.01,0.154,13,19.3,16.2,4.2,1,3.3,17.8,7.6,1.6,0.9,2.5,0.159,-1,0.5,-0.5,0.3,1639842,1,0,0,0,0
lewiski01,Kira Lewis Jr.,PG,21,NOP,14,155,112,14.1,0.587,0.339,0.22,2.9,17.5,10.2,14,1.2,0.6,11,19.9,0.2,0.2,0.3,0.107,-0.9,-0.3,-1.2,0,4004280,0,0,0,1,0
mannte01,Terance Mann,SG,26,LAC,60,1412,480,14.1,0.619,0.364,0.216,4.5,13.2,8.9,13.5,1.1,1.2,11.3,15.6,2.2,1.3,3.6,0.121,-0.1,0.3,0.3,0.8,1930681,0,1,0,0,0
murphtr02,Trey Murphy III,SF,22,NOP,56,1643,448,14.1,0.638,0.602,0.216,2.9,11.2,7,6,1.6,1.7,7.3,15.8,2.8,1.8,4.6,0.133,0.8,0.2,1,1.3,3206520,0,0,1,0,0
olynyke01,Kelly Olynyk,C,31,UTA,48,1353,384,14.1,0.638,0.44,0.364,4.9,15.7,10.3,15.9,1.6,1.7,18.7,17.4,1.9,1.2,3,0.108,-0.5,0.7,0.2,0.7,12804878,1,0,0,0,0
pokusal01,Aleksej Pokusevski,PF,21,OKC,31,677,248,14.1,0.53,0.416,0.136,7,18.1,12.5,12.4,1.4,5.5,13.7,18.4,0.1,1,1.1,0.077,-0.5,1.1,0.6,0.4,3261480,0,0,0,0,1
porteot01,Otto Porter Jr.,SF,29,TOR,8,146,64,14.1,0.656,0.567,0.267,4.3,10.9,7.4,7.3,3.7,0,10.7,10.9,0.2,0.2,0.4,0.138,-1.2,1.8,0.6,0.1,6000000,0,0,1,0,0
bitadgo01,Goga Bitadze,C,23,IND,21,202,168,14,0.551,0.269,0.462,13.6,13.1,13.4,12.4,2.1,4.4,16.1,15.5,0.2,0.2,0.4,0.094,-2.3,1.3,-1.1,0,4765339,1,0,0,0,0
jonesde02,Derrick Jones Jr.,SF,25,CHI,46,698,368,14,0.611,0.312,0.393,7.7,11.7,9.7,5.4,1.5,4.1,9,14,1.1,0.9,2,0.136,-1.1,0.8,-0.3,0.3,3200000,0,0,1,0,0
thompkl01,Klay Thompson,SG,32,GSW,46,1508,368,14,0.557,0.578,0.109,2.3,10.6,6.5,11.5,0.9,0.9,8,26.8,0.5,1,1.5,0.047,0.8,-2.2,-1.4,0.2,40600080,0,1,0,0,0
walljo01,John Wall,PG,32,LAC,34,755,272,14,0.498,0.322,0.334,2.1,11.5,6.8,36.2,1.8,1.4,17.1,27.1,-0.4,0.8,0.4,0.027,-0.7,-0.5,-1.2,0.1,47345760,0,0,0,1,0
walljo01,John Wall,PG,32,LAC,34,755,272,14,0.498,0.322,0.334,2.1,11.5,6.8,36.2,1.8,1.4,17.1,27.1,-0.4,0.8,0.4,0.027,-0.7,-0.5,-1.2,0.1,47345760,0,0,0,1,0
barneha02,Harrison Barnes,PF,30,SAC,57,1861,456,13.9,0.628,0.46,0.507,3.4,12.6,8.1,6.4,1.1,0.3,8.8,17.1,3.2,1.2,4.4,0.113,0.3,-1.3,-1,0.5,18352273,0,0,0,0,1
greenja05,Jalen Green,SG,20,HOU,54,1833,432,13.9,0.534,0.429,0.334,1.8,11.1,6.4,17.4,1.1,0.7,12.3,28.3,0.4,0.5,0.9,0.023,0.1,-2.6,-2.5,-0.2,9441840,0,1,0,0,0
muscami01,Mike Muscala,C,31,TOT,46,698,368,13.9,0.605,0.705,0.175,3.6,19.5,11.5,7.6,0.8,2.6,6,16.1,1.1,0.8,1.9,0.132,0.4,-0.3,0.1,0.4,3500000,1,0,0,0,0
nowelja01,Jaylen Nowell,SG,23,MIN,61,1201,488,13.9,0.528,0.375,0.163,3.2,11.9,7.6,15.5,1.5,0.3,8.7,24.8,0.2,1,1.3,0.05,-1.2,-1.1,-2.3,-0.1,1930681,0,1,0,0,0
richajo01,Josh Richardson,SG,29,TOT,44,1050,352,13.9,0.553,0.508,0.162,3,10.3,6.6,18.9,2.1,1.1,12.6,20.4,0.7,0.5,1.1,0.05,-0.1,-0.8,-0.9,0.3,12196094,0,1,0,0,0
conlemi01,Mike Conley,PG,35,TOT,46,1368,368,13.8,0.548,0.571,0.253,1.5,7.5,4.5,33.5,1.7,0.6,15.2,15.9,2.4,0.8,3.2,0.111,0.5,-0.5,0,0.7,22680000,0,0,0,1,0
jeromty01,Ty Jerome,SG,25,GSW,36,642,288,13.8,0.621,0.368,0.181,0.9,9.2,5.1,22.2,1.2,0.7,9.9,15.1,1.3,0.4,1.8,0.133,-0.4,0,-0.4,0.3,4220057,0,1,0,0,0
rubiori01,Ricky Rubio,PG,32,CLE,14,235,112,13.8,0.456,0.582,0.253,1.5,15.9,8.8,30.6,3.2,0.8,10.2,18.7,0.1,0.5,0.6,0.117,-2.4,2.6,0.2,0.1,5853659,0,0,0,1,0
